id,type,finish_id,group,dnaScore,flashMode,primary_metric,target,verify,current
dna-bible-pattern-Norse_Rune,pattern,Norse_Rune,Patterns,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":47,""simFlashScore"":26,""detail"":22,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-norse_rune,pattern,norse_rune,Patterns,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":47,""simFlashScore"":26,""detail"":22,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-ocean_foam,pattern,ocean_foam,Patterns,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":4,""simFlashScore"":13,""detail"":10,""mRange"":70,""rRange"":85,""ccRange"":29,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-ogee_lattice,pattern,ogee_lattice,Patterns,28,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":5,""simFlashScore"":17,""detail"":17,""mRange"":45,""rRange"":65,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-op_art_rings,pattern,op_art_rings,Patterns,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":15,""pinFlashScore"":4,""simFlashScore"":15,""detail"":23,""mRange"":45,""rRange"":65,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-optical_illusion,pattern,optical_illusion,Patterns,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":36,""simFlashScore"":14,""detail"":7,""mRange"":113,""rRange"":102,""ccRange"":29,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-optical_illusion_2,pattern,optical_illusion_2,Patterns,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":4,""simFlashScore"":14,""detail"":11,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-opticalillusion1,pattern,opticalillusion1,Patterns,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":4,""simFlashScore"":14,""detail"":32,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-opticalillusion2,pattern,opticalillusion2,Patterns,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":4,""simFlashScore"":15,""detail"":11,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-p_plasma,pattern,p_plasma,Patterns,32,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":22,""pinFlashScore"":37,""simFlashScore"":14,""detail"":9,""mRange"":146,""rRange"":105,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-p_tessellation,pattern,p_tessellation,Patterns,24,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":13,""pinFlashScore"":4,""simFlashScore"":26,""detail"":8,""mRange"":80,""rRange"":65,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-p_topographic,pattern,p_topographic,Patterns,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":4,""simFlashScore"":26,""detail"":26,""mRange"":75,""rRange"":55,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-palm_frond,pattern,palm_frond,Patterns,19,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":4,""simFlashScore"":13,""detail"":1,""mRange"":70,""rRange"":85,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-peace_gradient,pattern,peace_gradient,Patterns,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":20,""pinFlashScore"":61,""simFlashScore"":26,""detail"":1,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-peace_gradientnoise,pattern,peace_gradientnoise,Patterns,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":20,""pinFlashScore"":61,""simFlashScore"":26,""detail"":4,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-peace_halftone,pattern,peace_halftone,Patterns,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":61,""simFlashScore"":26,""detail"":1,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-peace_pure,pattern,peace_pure,Patterns,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":36,""simFlashScore"":26,""detail"":1,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-peacock_eye,pattern,peacock_eye,Patterns,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":37,""simFlashScore"":15,""detail"":17,""mRange"":139,""rRange"":105,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-pearlescent_flip,pattern,pearlescent_flip,Patterns,34,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":18,""pinFlashScore"":37,""simFlashScore"":28,""detail"":8,""mRange"":121,""rRange"":101,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-peeling_paint,pattern,peeling_paint,Patterns,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":5,""simFlashScore"":18,""detail"":20,""mRange"":30,""rRange"":79,""ccRange"":29,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-penrose_quasi,pattern,penrose_quasi,Patterns,29,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":15,""pinFlashScore"":25,""simFlashScore"":13,""detail"":8,""mRange"":103,""rRange"":87,""ccRange"":27,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-perforated,pattern,perforated,Patterns,29,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":4,""simFlashScore"":36,""detail"":14,""mRange"":22,""rRange"":60,""ccRange"":22,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-perlin_terrain,pattern,perlin_terrain,Patterns,21,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":13,""pinFlashScore"":5,""simFlashScore"":15,""detail"":5,""mRange"":98,""rRange"":53,""ccRange"":28,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-perlincamo,pattern,perlincamo,Patterns,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":5,""simFlashScore"":27,""detail"":35,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-petal_frieze,pattern,petal_frieze,Patterns,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":9,""pinFlashScore"":4,""simFlashScore"":49,""detail"":3,""mRange"":32,""rRange"":49,""ccRange"":25,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-phyllotaxis,pattern,phyllotaxis,Patterns,32,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":18,""pinFlashScore"":38,""simFlashScore"":14,""detail"":6,""mRange"":110,""rRange"":88,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-pine_cone_scale,pattern,pine_cone_scale,Patterns,20,pinfield,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":4,""simFlashScore"":17,""detail"":9,""mRange"":50,""rRange"":60,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-pinstripe,pattern,pinstripe,Patterns,27,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":13,""pinFlashScore"":4,""simFlashScore"":26,""detail"":17,""mRange"":45,""rRange"":65,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-pinstripe_flames,pattern,pinstripe_flames,Patterns,28,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":4,""simFlashScore"":27,""detail"":2,""mRange"":133,""rRange"":123,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-pinwheel_tiling,pattern,pinwheel_tiling,Patterns,32,pinfield,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":17,""simFlashScore"":31,""detail"":7,""mRange"":111,""rRange"":101,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-pit_lane_marks,pattern,pit_lane_marks,Patterns,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":4,""simFlashScore"":26,""detail"":3,""mRange"":90,""rRange"":100,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-pixel_grid,pattern,pixel_grid,Patterns,21,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":4,""simFlashScore"":13,""detail"":3,""mRange"":59,""rRange"":79,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Plad_Wrapper,pattern,Plad_Wrapper,Patterns,32,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":8,""simFlashScore"":14,""detail"":12,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-plaid,pattern,plaid,Patterns,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":6,""simFlashScore"":14,""detail"":14,""mRange"":45,""rRange"":75,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-plasma,pattern,plasma,Patterns,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":4,""simFlashScore"":13,""detail"":9,""mRange"":94,""rRange"":117,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-plasma_ejection,pattern,plasma_ejection,Patterns,18,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":10,""pinFlashScore"":5,""simFlashScore"":17,""detail"":4,""mRange"":42,""rRange"":58,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-podium_stripe,pattern,podium_stripe,Patterns,27,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":17,""pinFlashScore"":4,""simFlashScore"":25,""detail"":3,""mRange"":110,""rRange"":120,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-Polka_Pop,pattern,Polka_Pop,Patterns,28,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":4,""simFlashScore"":26,""detail"":4,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-pulsar_beacon,pattern,pulsar_beacon,Patterns,22,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":5,""simFlashScore"":19,""detail"":4,""mRange"":42,""rRange"":57,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-pulse_monitor,pattern,pulse_monitor,Patterns,26,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":17,""pinFlashScore"":4,""simFlashScore"":13,""detail"":4,""mRange"":133,""rRange"":123,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-Punk_Rock_Zine,pattern,Punk_Rock_Zine,Patterns,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":50,""simFlashScore"":26,""detail"":20,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-qr_code,pattern,qr_code,Patterns,29,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":22,""pinFlashScore"":4,""simFlashScore"":25,""detail"":6,""mRange"":110,""rRange"":120,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-quasar_jet,pattern,quasar_jet,Patterns,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":13,""pinFlashScore"":8,""simFlashScore"":17,""detail"":6,""mRange"":68,""rRange"":84,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-quatrefoil,pattern,quatrefoil,Patterns,30,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":16,""pinFlashScore"":4,""simFlashScore"":17,""detail"":24,""mRange"":45,""rRange"":65,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-racing_scratch,pattern,racing_scratch,Patterns,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":15,""pinFlashScore"":4,""simFlashScore"":13,""detail"":11,""mRange"":80,""rRange"":90,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-racing_stripe,pattern,racing_stripe,Patterns,21,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":7,""simFlashScore"":14,""detail"":1,""mRange"":30,""rRange"":80,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-radbell,pattern,radbell,Patterns,29,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":4,""simFlashScore"":15,""detail"":12,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-radial_calendar,pattern,radial_calendar,Patterns,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":5,""simFlashScore"":21,""detail"":13,""mRange"":49,""rRange"":68,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-radial_pulse,pattern,radial_pulse,Patterns,21,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":4,""simFlashScore"":15,""detail"":6,""mRange"":54,""rRange"":75,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-rain_drop,pattern,rain_drop,Patterns,21,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":4,""simFlashScore"":13,""detail"":2,""mRange"":60,""rRange"":80,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-ramseal_gradient,pattern,ramseal_gradient,Patterns,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":19,""pinFlashScore"":61,""simFlashScore"":26,""detail"":2,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-ramseal_mix,pattern,ramseal_mix,Patterns,34,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":42,""simFlashScore"":26,""detail"":6,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-ramseal_noisepure,pattern,ramseal_noisepure,Patterns,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":25,""pinFlashScore"":48,""simFlashScore"":26,""detail"":6,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-ramseal_pure,pattern,ramseal_pure,Patterns,34,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":42,""simFlashScore"":26,""detail"":6,""mRange"":130,""rRange"":95,""ccRange"":40,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-razor,pattern,razor,Patterns,37,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":4,""simFlashScore"":13,""detail"":44,""mRange"":120,""rRange"":80,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-razor_wire,pattern,razor_wire,Patterns,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":4,""simFlashScore"":15,""detail"":12,""mRange"":79,""rRange"":63,""ccRange"":29,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-reaction_diffusion,pattern,reaction_diffusion,Patterns,32,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":22,""pinFlashScore"":36,""simFlashScore"":16,""detail"":16,""mRange"":114,""rRange"":65,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-rev_counter,pattern,rev_counter,Patterns,28,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":18,""pinFlashScore"":4,""simFlashScore"":14,""detail"":9,""mRange"":140,""rRange"":130,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-rip_tide,pattern,rip_tide,Patterns,26,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":13,""pinFlashScore"":10,""simFlashScore"":26,""detail"":3,""mRange"":70,""rRange"":85,""ccRange"":30,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-ripple,pattern,ripple,Patterns,36,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":19,""pinFlashScore"":37,""simFlashScore"":29,""detail"":10,""mRange"":91,""rRange"":98,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-rivet_grid,pattern,rivet_grid,Patterns,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":4,""simFlashScore"":26,""detail"":3,""mRange"":87,""rRange"":109,""ccRange"":27,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-pattern-rivet_plate,pattern,rivet_plate,Patterns,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":12,""pinFlashScore"":25,""simFlashScore"":13,""detail"":4,""mRange"":74,""rRange"":70,""ccRange"":24,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-pattern-road_rash,pattern,road_rash,Patterns,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":14,""pinFlashScore"":5,""simFlashScore"":19,""detail"":20,""mRange"":30,""rRange"":79,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
